Gene,Synonymous,HC LoF,ExACtool percentile,top expr tissue (3x more),office of rare diseases
CRY2,99,3,4.84E-02,,
TCEB3,108,1,4.84E-02,,
ITPR3,496,55,4.85E-02,,
KTN1,160,27,4.86E-02,,
BMP10,64,1,4.86E-02,liver,
NCBP1,96,2,4.87E-02,,
C11orf57,46,3,4.88E-02,,
COL12A1,439,22,4.88E-02,,
RYR2,696,38,4.89E-02,heart,YES
TCIRG1,185,21,4.90E-02,,YES
TCF7,116,16,4.91E-02,,
SMARCD1,57,1,4.91E-02,,
SLAIN1,64,2,4.92E-02,brain,
VANGL1,88,5,4.93E-02,,YES
MTM1,48,1,4.93E-02,,
CS,45,1,4.94E-02,,
FAM101A,41,1,4.95E-02,stomach,
EGF,156,35,4.95E-02,,
SMC3,149,2,4.96E-02,,
MMP14,103,1,4.97E-02,,
ASL,52,11,4.97E-02,,YES
PSMD4,60,1,4.98E-02,,
RLIM,66,1,4.99E-02,,
GUCY1A3,103,20,4.99E-02,,
PPARGC1A,106,1,5.00E-02,,
FGFR4,198,21,5.01E-02,,
RBM17,60,1,5.02E-02,,
TAS1R1,158,33,5.02E-02,,
CAPZA1,39,1,5.03E-02,,
FLRT1,165,2,5.04E-02,,
IGF2,39,1,5.04E-02,,YES
SCUBE1,218,9,5.05E-02,nerve_tibial,
KCNH7,196,12,5.06E-02,,
CNGA3,125,22,5.06E-02,,YES
CD47,54,1,5.07E-02,,
CCDC101,59,1,5.08E-02,,
TRERF1,226,2,5.08E-02,,
SOX5,118,3,5.09E-02,,
ARID5A,85,1,5.10E-02,,
TNFRSF21,107,2,5.11E-02,,
GPS1,158,4,5.11E-02,,
RUNX3,77,2,5.12E-02,,
MAP2K2,104,2,5.13E-02,,
MED15,149,7,5.13E-02,,
NR2E1,63,1,5.14E-02,brain,
HAS2,82,1,5.15E-02,,
BMPR2,117,5,5.15E-02,,
SMARCA5,105,2,5.16E-02,,
RTEL1,463,31,5.17E-02,,
PHF21A,96,3,5.17E-02,,
KRT14,95,10,5.18E-02,skin,YES
PSMD3,95,2,5.19E-02,,
PHKA2,171,10,5.19E-02,,
ABI1,60,5,5.20E-02,,
THAP4,127,4,5.21E-02,,
FOXJ2,97,3,5.22E-02,,
PYGL,142,25,5.22E-02,whole_blood,
SBNO2,92,2,5.23E-02,,
CALR,93,1,5.24E-02,,YES
NDUFS2,69,3,5.24E-02,,YES
PELI2,91,1,5.25E-02,,
TRPC4AP,123,6,5.26E-02,,
MYO9B,427,13,5.26E-02,,
HMBOX1,58,1,5.27E-02,,
LRRC4B,152,2,5.28E-02,brain,
SGCA,107,7,5.28E-02,,YES
MAP3K12,136,2,5.29E-02,,
COPS4,78,1,5.30E-02,,
PKHD1L1,513,158,5.30E-02,thyroid,
RNF220,113,3,5.31E-02,,
MAP2K1,62,1,5.32E-02,,YES
ZAP70,119,6,5.33E-02,,YES
KCNC4,148,14,5.33E-02,,
POSTN,114,22,5.34E-02,,
RER1,55,1,5.35E-02,,
MON1B,133,5,5.35E-02,,
NIPA2,61,6,5.36E-02,,
PRKAR1A,70,2,5.37E-02,,YES
EYS,99,26,5.37E-02,,
HECA,98,2,5.38E-02,,
CRK,62,1,5.39E-02,,
SLC7A14,145,7,5.39E-02,brain,
PDHA1,48,4,5.40E-02,,
STAB1,494,104,5.41E-02,,
FA2H,69,2,5.42E-02,,
FOXN3,83,2,5.42E-02,,
TGFBR1,63,3,5.43E-02,,YES
NR6A1,66,2,5.44E-02,,
SHOC2,62,1,5.44E-02,,YES
MYO18B,416,58,5.45E-02,,
ZNF362,78,1,5.46E-02,,
APLP1,135,9,5.46E-02,brain,
SF3B2,134,4,5.47E-02,,
GATAD2B,83,1,5.48E-02,,
PIAS1,120,1,5.48E-02,,
TEF,45,1,5.49E-02,,
DYRK2,96,1,5.50E-02,,
MBD6,158,10,5.50E-02,,
PHB,50,1,5.51E-02,,
HK1,147,15,5.52E-02,,
ATP6V1E1,30,1,5.53E-02,,
POU4F2,86,2,5.53E-02,,
SUMF1,72,12,5.54E-02,,YES
DDX3X,75,1,5.55E-02,,
RARG,80,2,5.55E-02,,
AGXT,73,11,5.56E-02,liver,
DIO3,64,1,5.57E-02,,
TTR,24,2,5.57E-02,liver,
NR4A1,154,9,5.58E-02,,
STARD3,127,9,5.59E-02,,
LTBP3,194,9,5.59E-02,,
TDRD3,83,16,5.60E-02,,
KCNK9,77,1,5.61E-02,brain,YES
ABCB7,64,2,5.61E-02,,YES
PHKB,149,46,5.62E-02,,
FBXW7,104,1,5.63E-02,,
PRKAR1B,95,8,5.64E-02,brain,
KRT1,84,6,5.64E-02,skin,YES
BLNK,66,4,5.65E-02,,
NFKBIA,69,1,5.66E-02,,
KIAA0355,193,9,5.66E-02,,
SLC7A1,133,3,5.67E-02,,
CHD4,260,10,5.68E-02,,
SPATS2L,89,5,5.68E-02,,
NES,212,23,5.69E-02,,
NFE2,59,2,5.70E-02,whole_blood,
KCND1,72,2,5.70E-02,,
COPB1,104,1,5.71E-02,,
LDB1,70,2,5.72E-02,,
DSPP,176,15,5.73E-02,,
CACNA1F,169,10,5.73E-02,,YES
CASK,91,1,5.74E-02,,YES
GABBR1,148,6,5.75E-02,,
DUOX1,270,51,5.75E-02,,
UHRF2,129,3,5.76E-02,,
GRIA1,153,3,5.77E-02,brain,
LHX5,50,1,5.77E-02,stomach,
PTGER4,71,1,5.78E-02,,
HNF1A,193,12,5.79E-02,,YES
KLK11,59,10,5.79E-02,,
ATP12A,176,38,5.80E-02,skin,
NXPH3,31,1,5.81E-02,,
TFCP2L1,90,1,5.81E-02,,
RELB,120,1,5.82E-02,,
MAPK8IP3,328,3,5.83E-02,,
GPI,98,11,5.84E-02,,
FZD4,82,2,5.84E-02,,YES
LITAF,56,4,5.85E-02,whole_blood,
NARG2,139,26,5.86E-02,,
TBX22,51,2,5.86E-02,thyroid,YES
DNAJC6,125,5,5.87E-02,brain,
PARK2,89,17,5.88E-02,,
CELF5,93,1,5.88E-02,brain,
LINGO2,108,2,5.89E-02,,
DLGAP3,182,2,5.90E-02,brain,
SERPINA5,74,4,5.90E-02,adrenal_gland,
KDM5A,241,7,5.91E-02,,
MFAP3L,75,3,5.92E-02,,
FOXN1,116,7,5.92E-02,skin,YES
MTMR10,63,1,5.93E-02,,
OLFM2,95,2,5.94E-02,,
DDAH2,47,1,5.95E-02,,
FHL2,74,6,5.95E-02,heart,
SCO2,65,12,5.96E-02,,YES
CLCN3,117,6,5.97E-02,,
TCF20,319,3,5.97E-02,,
MRTO4,47,1,5.98E-02,,
LTBP2,381,27,5.99E-02,,
KCNJ12,132,9,5.99E-02,skeletal_muscle,
PPARA,100,4,6.00E-02,,
AMPD2,174,16,6.01E-02,,
TGFBR2,88,8,6.01E-02,,
PREPL,151,33,6.02E-02,,
RAB11B,63,1,6.03E-02,,
GRIA2,126,4,6.04E-02,brain,
HK3,203,33,6.04E-02,,
MSI1,60,1,6.05E-02,,
COL5A3,296,41,6.06E-02,,
TAP2,98,14,6.06E-02,,
S1PR4,109,2,6.07E-02,whole_blood,
USP7,196,2,6.08E-02,,
DLK2,56,3,6.08E-02,,
PKLR,100,12,6.09E-02,liver,YES
CD248,147,4,6.10E-02,,
FAM19A5,38,1,6.10E-02,,
FOXP1,139,3,6.11E-02,,
UBR5,336,3,6.12E-02,,
IGF2BP3,83,1,6.12E-02,,
CRKL,57,1,6.13E-02,,
SERPINI1,43,2,6.14E-02,brain,YES
NRP1,180,10,6.15E-02,,
KRT13,90,12,6.15E-02,esophagus,
DAXX,111,9,6.16E-02,,
IMPDH1,106,9,6.17E-02,,
MDH1,47,1,6.17E-02,heart,
FADD,47,1,6.18E-02,,
USP51,72,1,6.19E-02,,
HIST1H2AE,59,1,6.19E-02,,
GRM6,174,24,6.20E-02,,
ACADVL,143,29,6.21E-02,,
GALE,54,16,6.21E-02,,
POLDIP3,81,5,6.22E-02,,
LMX1A,60,3,6.23E-02,adiposeSubcutaneous,
COL8A1,107,8,6.23E-02,,
EZR,130,6,6.24E-02,,
ROR2,222,8,6.25E-02,,
PHEX,79,2,6.26E-02,lung,
CSF1,98,1,6.26E-02,,
BCOR,214,2,6.27E-02,,YES
FAS,47,3,6.28E-02,,YES
DMRT1,81,1,6.28E-02,,
DISP1,221,28,6.29E-02,,
DNM1,120,3,6.30E-02,brain,
NR2C2,98,3,6.30E-02,,
TNFSF9,42,1,6.31E-02,,
SLC12A1,168,30,6.32E-02,,YES
BGN,62,1,6.32E-02,,
NEUROD6,49,1,6.33E-02,brain,
CTNS,94,13,6.34E-02,,YES
PPARG,81,5,6.35E-02,,
ZC3H4,306,3,6.35E-02,,
KDM5C,167,4,6.36E-02,,
CPEB3,91,1,6.37E-02,,
MTMR9,110,7,6.37E-02,,
HNRNPH1,75,1,6.38E-02,,
SMARCE1,61,1,6.39E-02,,
NR1H3,80,9,6.39E-02,,
PITPNM3,205,2,6.40E-02,,YES
SSRP1,108,2,6.41E-02,,
NUP153,206,2,6.41E-02,,
IRF5,76,8,6.42E-02,,
ACTR3,49,1,6.43E-02,,
SMARCAL1,149,19,6.43E-02,,YES
PEX5,106,17,6.44E-02,,
CTBP1,122,3,6.45E-02,,
NAIF1,64,2,6.46E-02,,
CNGA2,74,4,6.46E-02,,
DNER,132,7,6.47E-02,,
NCAN,201,12,6.48E-02,brain,
SBF1,510,20,6.48E-02,,
XRCC6,81,2,6.49E-02,,
KIAA1644,49,1,6.50E-02,,
WIZ,157,4,6.50E-02,,
GDI2,61,2,6.51E-02,,
SULT2B1,73,2,6.52E-02,skin,
ARHGEF9,51,1,6.52E-02,,
SCN1B,51,2,6.53E-02,skeletal_muscle,
PRPS2,50,1,6.54E-02,,
TUB,112,13,6.54E-02,,
F7,87,10,6.55E-02,liver,YES
LRRC8A,186,2,6.56E-02,,
KCNA6,92,2,6.57E-02,,
NR3C1,110,5,6.57E-02,,
CBX2,153,10,6.58E-02,,
FIGN,146,4,6.59E-02,,
KCNS2,82,2,6.59E-02,,
CANT1,106,14,6.60E-02,,YES
UBA2,78,1,6.61E-02,,
OGDHL,200,19,6.61E-02,,
CDAN1,210,23,6.62E-02,,
CAV1,37,3,6.63E-02,,
CPT1C,171,23,6.63E-02,brain,
TXLNA,78,1,6.64E-02,,
ARID5B,187,2,6.65E-02,,
TPP2,164,5,6.66E-02,,
ERCC6,221,41,6.66E-02,,YES
LRTM2,82,1,6.67E-02,brain,
YTHDF2,88,1,6.68E-02,,
MAPT,149,17,6.68E-02,,YES
ABCC10,270,55,6.69E-02,,
NMT1,74,1,6.70E-02,,
CLCNKA,110,34,6.70E-02,thyroid,
COL9A1,160,35,6.71E-02,brain,
CYLD,124,4,6.72E-02,,YES
FLAD1,87,16,6.72E-02,,
TBX21,69,2,6.73E-02,,
RERE,323,7,6.74E-02,,
KHDRBS1,62,1,6.74E-02,,
CDK19,65,1,6.75E-02,,
ARGLU1,56,1,6.76E-02,,
EPC1,129,3,6.77E-02,,
STRA6,177,23,6.77E-02,,YES
HMGB2,35,1,6.78E-02,,
LIN28B,43,1,6.79E-02,,
DLGAP1,181,3,6.79E-02,brain,
DUSP6,80,1,6.80E-02,,
COL22A1,288,77,6.81E-02,,
HLCS,140,12,6.81E-02,,YES
GPSM1,160,10,6.82E-02,,
TFAP2B,74,2,6.83E-02,skin,YES
GRM2,141,9,6.83E-02,,
MYH6,367,45,6.84E-02,heart,
ANGPT1,52,1,6.85E-02,,
SMAD3,96,3,6.85E-02,,
AIPL1,85,12,6.86E-02,,YES
ZNF574,170,2,6.87E-02,,
SRRT,193,9,6.88E-02,,
EWSR1,97,7,6.88E-02,,YES
SLC30A10,67,1,6.89E-02,liver,YES
CTSA,94,26,6.90E-02,,
GABRB1,71,2,6.90E-02,brain,
PRRX1,57,2,6.91E-02,,YES
EPAS1,179,2,6.92E-02,,
SUOX,54,11,6.92E-02,,YES
AKAP13,469,24,6.93E-02,,
AGT,94,12,6.94E-02,liver,
FZD5,100,2,6.94E-02,,
NPC1,231,33,6.95E-02,,YES
INPP5K,90,7,6.96E-02,,
HOXD3,65,2,6.97E-02,,
KCNN3,120,4,6.97E-02,,
MVK,71,7,6.98E-02,,YES
LYPLA2,60,1,6.99E-02,,
SLC4A2,218,3,6.99E-02,,
KLF12,73,1,7.00E-02,,
NOL4,102,3,7.01E-02,brain,
FAM163A,34,1,7.01E-02,,
BMP6,102,2,7.02E-02,,
RTF1,79,2,7.03E-02,,
VCPIP1,170,2,7.03E-02,,
PAFAH1B1,53,1,7.04E-02,,YES
RC3H2,163,3,7.05E-02,,
NKD1,79,1,7.05E-02,,
TMEM63B,170,2,7.06E-02,,
STMN1,18,1,7.07E-02,,
TMEM169,41,6,7.08E-02,,
BSCL2,99,18,7.08E-02,,YES
NOG,46,1,7.09E-02,,YES
EXOC4,146,22,7.10E-02,,
EHD2,126,3,7.10E-02,,
KCND2,98,3,7.11E-02,brain,
YY2,58,1,7.12E-02,,
RRAGD,42,1,7.12E-02,,
KCNK10,104,11,7.13E-02,brain,
FASLG,48,1,7.14E-02,,YES
FRMD4A,221,10,7.14E-02,,
SGTA,71,1,7.15E-02,,
FAM168A,45,1,7.16E-02,,
TFEB,71,1,7.17E-02,,
TNFSF11,50,3,7.17E-02,,YES
ACE2,47,1,7.18E-02,,
ATP6V1H,60,11,7.19E-02,,
VASH2,50,4,7.19E-02,,
FBLN2,236,10,7.20E-02,,
MYO1B,164,13,7.21E-02,,
TRABD,94,2,7.21E-02,,
LIMS2,77,18,7.22E-02,,
STX1B,58,1,7.23E-02,brain,
RARA,111,5,7.23E-02,,YES
KIF26B,415,6,7.24E-02,,
TRMT1,140,24,7.25E-02,,
UNC5A,152,2,7.25E-02,brain,
MCFD2,27,8,7.26E-02,,
PPOX,73,8,7.27E-02,,YES
GRM3,150,5,7.28E-02,brain,
WNT3,59,1,7.28E-02,,YES
NR2C1,71,6,7.29E-02,,
SUMF2,86,17,7.30E-02,,
SEPT8,74,2,7.30E-02,,
OPTN,90,22,7.31E-02,skeletal_muscle,YES
PKNOX2,92,2,7.32E-02,,
HTR1B,72,1,7.32E-02,,
ST14,166,6,7.33E-02,colon,
LDB3,167,17,7.34E-02,,
STT3B,117,4,7.34E-02,,
TMEM11,41,1,7.35E-02,,
PRPF4,67,1,7.36E-02,,
KDM4B,268,3,7.36E-02,,
LDLR,212,43,7.37E-02,,
YME1L1,106,6,7.38E-02,,
ERG,86,1,7.39E-02,,
EDN3,42,6,7.39E-02,,
CHRNB2,92,5,7.40E-02,brain,
TM9SF3,65,1,7.41E-02,,
RTN4RL1,99,1,7.41E-02,,
TMPRSS9,258,45,7.42E-02,,
PITX2,81,7,7.43E-02,skeletal_muscle,YES
DOT1L,457,5,7.43E-02,,
CCT5,95,2,7.44E-02,,
TOMM70A,67,1,7.45E-02,,
PBRM1,188,3,7.45E-02,,
C11orf87,31,1,7.46E-02,brain,
FH,66,8,7.47E-02,,YES
FZD2,94,2,7.48E-02,,
MAT1A,79,3,7.48E-02,liver,
FOXP4,131,7,7.49E-02,,
DLX5,58,2,7.50E-02,skin,
BBX,159,10,7.50E-02,,
SIAH2,48,1,7.51E-02,,
MAPK1IP1L,39,1,7.52E-02,,
CLPTM1,167,8,7.52E-02,,
GABRG2,73,3,7.53E-02,brain,
NOX4,115,26,7.54E-02,,
NRIP1,167,2,7.54E-02,,
C6orf106,50,2,7.55E-02,,
TSHZ1,267,3,7.56E-02,,
PRICKLE2,141,4,7.56E-02,,
S1PR1,71,1,7.57E-02,,
SLC12A2,149,9,7.58E-02,,
NFIB,80,1,7.59E-02,,
GABRB2,85,2,7.59E-02,brain,
FERMT2,82,1,7.60E-02,,
PMP22,59,4,7.61E-02,nerve_tibial,
ACVR1C,79,7,7.61E-02,,
CEND1,36,1,7.62E-02,brain,
CLVS1,51,1,7.63E-02,brain,
PAX9,63,2,7.63E-02,,
B4GALT5,55,1,7.64E-02,,
TMEM204,57,1,7.65E-02,,
DCAF10,64,1,7.65E-02,,
EXOC1,99,23,7.66E-02,,
LHX1,67,2,7.67E-02,brain,
ECE2,190,46,7.67E-02,,
NID1,251,15,7.68E-02,,
MAP3K7,76,2,7.69E-02,,
FBXO28,42,1,7.70E-02,,
DSP,432,23,7.70E-02,skin,YES
STAB2,424,99,7.71E-02,spleen,
SASH3,53,1,7.72E-02,,
PRICKLE1,110,7,7.72E-02,,
SLC5A1,118,15,7.73E-02,heart,
SCN11A,232,51,7.74E-02,spleen,
MPP1,45,1,7.74E-02,,
SLC26A6,156,24,7.75E-02,,
ETS2,74,1,7.76E-02,,
IGHMBP2,204,24,7.76E-02,,YES
PAFAH1B2,41,1,7.77E-02,,
DMAP1,83,9,7.78E-02,,
ACTR2,42,1,7.79E-02,,
ETV5,77,1,7.79E-02,,
COLQ,76,24,7.80E-02,,
AQR,195,8,7.81E-02,,
ACVR2A,63,2,7.81E-02,,
NFIA,87,1,7.82E-02,,
GLRA1,72,9,7.83E-02,,YES
ACVRL1,96,10,7.83E-02,,YES
GIMAP1,60,1,7.84E-02,,
CLK2,73,1,7.85E-02,,
CNNM2,145,3,7.85E-02,,
CAMK1D,78,1,7.86E-02,brain,
PSMD1,113,4,7.87E-02,,
TNFSF8,38,1,7.87E-02,,
ADCY7,247,15,7.88E-02,,
TLK1,90,1,7.89E-02,,
SNX30,62,1,7.90E-02,,
ABCF3,133,11,7.90E-02,,
KCNA1,100,4,7.91E-02,brain,
PANK4,206,6,7.92E-02,,
NUP85,134,7,7.92E-02,,
EDC4,220,10,7.93E-02,,
RAB6B,49,1,7.94E-02,,
CLCN1,152,32,7.94E-02,skeletal_muscle,
SLC5A9,135,41,7.95E-02,,
OTUD7A,154,2,7.96E-02,brain,
POU2AF1,64,1,7.96E-02,spleen,
TRIM3,120,3,7.97E-02,,
SLC7A5,124,4,7.98E-02,,
GHDC,87,20,7.98E-02,,
UTP15,74,1,7.99E-02,,
COL21A1,19,1,8.00E-02,,
EXOSC10,162,25,8.01E-02,,
GH2,66,13,8.01E-02,,
ABCC1,337,22,8.02E-02,,
TBL1X,88,1,8.03E-02,,
FNTA,58,2,8.03E-02,,
PTPN2,57,2,8.04E-02,,
ATP2A1,192,33,8.05E-02,skeletal_muscle,YES
NDOR1,128,16,8.05E-02,,
EIF3D,98,3,8.06E-02,,
TNFRSF1B,80,3,8.07E-02,,
TPX2,104,5,8.07E-02,,
NT5C1B,130,26,8.08E-02,,
TMEM165,35,1,8.09E-02,,
ZBTB38,146,2,8.10E-02,,
KCNB2,148,4,8.10E-02,,
PPP3CA,73,1,8.11E-02,brain,
SIX3,69,2,8.12E-02,,YES
LIMK1,138,3,8.12E-02,,
OTX2,40,2,8.13E-02,,YES
PACSIN1,66,1,8.14E-02,brain,
PPP2R5C,87,2,8.14E-02,,
RBPJ,81,3,8.15E-02,,
HLTF,110,45,8.16E-02,,
ZNF536,249,3,8.16E-02,,
FECH,70,9,8.17E-02,,YES
XPNPEP1,118,6,8.18E-02,,
DSCAM,370,4,8.18E-02,brain,
CLDN14,56,7,8.19E-02,liver,
TPRA1,80,11,8.20E-02,,
CNBP,21,1,8.21E-02,,YES
FANCA,375,83,8.21E-02,,YES
FKBP5,63,6,8.22E-02,,
TAS1R2,173,25,8.23E-02,,
TNNT2,46,10,8.23E-02,heart,
PHF15,154,2,8.24E-02,,
COL4A4,267,38,8.25E-02,,
KLK3,85,13,8.25E-02,colon,
NDEL1,52,3,8.26E-02,,
PMS1,91,43,8.27E-02,,
DDX26B,70,1,8.27E-02,,
HK2,159,10,8.28E-02,,
ACTN2,158,3,8.29E-02,,
R3HDM2,73,1,8.29E-02,,
KCNQ3,137,9,8.30E-02,brain,
DAAM1,134,4,8.31E-02,,
CSF2RB,180,12,8.32E-02,,
WDR33,185,11,8.32E-02,,
ICMT,37,1,8.33E-02,,
C17orf62,85,8,8.34E-02,,
KCNJ10,68,4,8.34E-02,brain,YES
SIX4,107,5,8.35E-02,skeletal_muscle,
KCTD1,47,1,8.36E-02,,YES
CA7,48,1,8.36E-02,colon,
AIFM1,65,2,8.37E-02,,
BEGAIN,120,4,8.38E-02,,
GALNS,135,15,8.38E-02,,
KCNJ14,74,8,8.39E-02,,
ETS1,76,1,8.40E-02,,
EXOC3L2,65,1,8.41E-02,,
PEX1,160,33,8.41E-02,,YES
PAX2,77,8,8.42E-02,pancreas,YES
TTL,59,1,8.43E-02,,
SLC5A3,113,4,8.43E-02,,
EPB41L5,104,19,8.44E-02,,
COBLL1,158,23,8.45E-02,,
BACH2,152,2,8.45E-02,,
NR5A2,113,6,8.46E-02,,
TMEM67,104,48,8.47E-02,,YES
RNF165,61,1,8.47E-02,,
GPR143,42,3,8.48E-02,brain,
GCAT,67,13,8.49E-02,,
LETM1,162,9,8.49E-02,,
GRIN2A,264,6,8.50E-02,brain,
EXTL3,175,11,8.51E-02,,
ZNF280C,64,1,8.52E-02,,
RCL1,76,4,8.52E-02,,
AMMECR1,32,1,8.53E-02,,
FCGRT,73,1,8.54E-02,,
CLDN19,38,3,8.54E-02,nerve_tibial,
ELF2,75,1,8.55E-02,,
STAU1,92,2,8.56E-02,,
ACRC,75,1,8.56E-02,,
ARHGAP4,170,2,8.57E-02,,
ABCA6,202,71,8.58E-02,,
DNAJA2,58,1,8.58E-02,,
KRT10,90,10,8.59E-02,skin,YES
ZFHX3,784,9,8.60E-02,,
ACTR3B,43,1,8.60E-02,,
CHD2,234,9,8.61E-02,,
MYO5B,310,32,8.62E-02,,YES
F5,288,45,8.63E-02,,YES
ITGB4,373,44,8.63E-02,,YES
GJB6,50,15,8.64E-02,,YES
RNF19A,114,14,8.65E-02,,
TAP1,117,11,8.65E-02,,
KCNV1,73,2,8.66E-02,brain,
CBLN2,45,1,8.67E-02,brain,
LCP1,73,3,8.67E-02,whole_blood,
PTPRD,362,4,8.68E-02,,
BRE,64,10,8.69E-02,adrenal_gland,
TMPPE,81,8,8.69E-02,,
ZC4H2,32,1,8.70E-02,,
ARHGDIG,70,3,8.71E-02,,
WDTC1,122,2,8.72E-02,,
SOX7,107,3,8.72E-02,,
HSF1,131,6,8.73E-02,,
TAZ,37,2,8.74E-02,,
H6PD,185,29,8.74E-02,,
SORL1,341,31,8.75E-02,whole_blood,
LRP12,108,10,8.76E-02,,
SERPINB8,68,18,8.76E-02,,
CHD9,325,14,8.77E-02,,
RHOG,51,1,8.78E-02,whole_blood,
OCA2,175,32,8.78E-02,,YES
GUCY1A2,105,4,8.79E-02,,
RXRG,74,2,8.80E-02,,
SMS,47,1,8.80E-02,,YES
SETDB2,91,9,8.81E-02,,
MAPRE2,53,1,8.82E-02,,
GIGYF1,253,19,8.83E-02,,
ZHX2,178,5,8.83E-02,,
MFGE8,87,14,8.84E-02,,
SYMPK,251,9,8.85E-02,,
ARSD,83,5,8.85E-02,,
FIGNL1,91,19,8.86E-02,,
SPRY2,53,1,8.87E-02,,
MRPL4,72,19,8.87E-02,,
MAGEB6,65,1,8.88E-02,,
MBTPS2,47,2,8.89E-02,,
KRT80,93,11,8.89E-02,skin,
SLC40A1,62,3,8.90E-02,,YES
H1F0,45,1,8.91E-02,,
GUSB,108,18,8.91E-02,,YES
MAPRE1,41,1,8.92E-02,,
SLC26A4,119,39,8.93E-02,thyroid,YES
LPPR5,64,1,8.94E-02,brain,
ATP6V0C,43,1,8.94E-02,,
INPPL1,232,23,8.95E-02,,YES
BRCA2,397,107,8.96E-02,,YES
GNPTAB,179,40,8.96E-02,,YES
PREX1,325,4,8.97E-02,,
SLC30A4,56,1,8.98E-02,,
PTPRT,275,6,8.98E-02,brain,
SI,259,79,8.99E-02,,
RAB33B,41,1,9.00E-02,,
ARL4C,38,1,9.00E-02,,
SLC2A1,102,3,9.01E-02,nerve_tibial,
FBXO31,124,3,9.02E-02,,
D2HGDH,165,12,9.03E-02,,
MYOF,321,103,9.03E-02,,
GLUD2,53,3,9.04E-02,,
GCDH,98,10,9.05E-02,,
KRT2,122,11,9.05E-02,skin,YES
MIDN,158,6,9.06E-02,,
HNRNPR,75,1,9.07E-02,,
PSAP,103,4,9.07E-02,,YES
COL4A2,299,44,9.08E-02,,
TULP3,74,13,9.09E-02,,
METAP2,73,4,9.09E-02,,
MEIS2,73,4,9.10E-02,,
PRKACA,66,1,9.11E-02,,
NFIX,76,1,9.11E-02,,YES
HNRNPUL2,122,2,9.12E-02,,
ARRDC3,54,1,9.13E-02,,
MARK4,138,2,9.14E-02,,
SLC12A7,329,35,9.14E-02,,
COPB2,115,2,9.15E-02,,
OSR1,50,1,9.16E-02,artery_aorta,
COL9A3,173,23,9.16E-02,,YES
STAT5B,95,3,9.17E-02,,YES
DHRS9,44,17,9.18E-02,colon,
SYP,42,1,9.18E-02,brain,
EEF1A1,47,1,9.19E-02,,
KCNJ13,15,1,9.20E-02,,YES
TRIM39,60,1,9.20E-02,,
VKORC1L1,39,1,9.21E-02,,
ZFX,77,1,9.22E-02,,
CTDSPL2,52,1,9.22E-02,,
HES1,45,1,9.23E-02,,
SGCE,60,12,9.24E-02,,YES
GUCY2D,201,18,9.25E-02,,YES
LHX9,69,4,9.25E-02,,
SLC7A4,130,15,9.26E-02,,
ZC3H7A,149,2,9.27E-02,,
GRIK2,131,7,9.27E-02,brain,
GPC4,56,1,9.28E-02,,YES
TPCN1,172,12,9.29E-02,,
PTEN,39,2,9.29E-02,,YES
ADRBK1,142,2,9.30E-02,,
MLC1,71,15,9.31E-02,brain,YES
COL15A1,250,31,9.31E-02,,
SFRP1,51,1,9.32E-02,,
SYT11,57,1,9.33E-02,,
BRWD3,154,2,9.34E-02,,
GRIA4,125,7,9.34E-02,brain,
MTO1,116,19,9.35E-02,,
FLCN,134,13,9.36E-02,,
UBXN7,72,2,9.36E-02,,
TYR,88,39,9.37E-02,skin,YES
PLS1,77,14,9.38E-02,colon,
PSMD13,70,1,9.38E-02,,
DES,72,8,9.39E-02,,YES
KCNA5,133,9,9.40E-02,,
SMARCA2,287,18,9.40E-02,,
TPCN2,135,20,9.41E-02,,
CP,136,25,9.42E-02,liver,
CBX4,109,5,9.42E-02,,
GLDC,203,40,9.43E-02,liver,
NGF,52,1,9.44E-02,,
PTCHD1,95,4,9.45E-02,,
HFE2,62,13,9.45E-02,,
GNAQ,56,2,9.46E-02,,YES
ZFAND3,36,1,9.47E-02,,
NALCN,255,28,9.47E-02,,
ATXN1,204,3,9.48E-02,,YES
KLK10,57,10,9.49E-02,skin,
ITGB5,141,14,9.49E-02,,
ATAD3A,101,12,9.50E-02,,
ABCA8,216,79,9.51E-02,,
CRAMP1L,236,8,9.51E-02,,
SLC45A2,106,15,9.52E-02,,
IRF7,140,26,9.53E-02,,
TPM3,44,9,9.53E-02,skeletal_muscle,YES
KLHL36,193,3,9.54E-02,,
NXPH4,55,2,9.55E-02,skin,
ARSB,82,13,9.56E-02,,YES
LAT,60,10,9.56E-02,,
TPI1,47,5,9.57E-02,,
HSPA8,144,2,9.58E-02,,
CCNA2,53,1,9.58E-02,,
FOXA1,72,2,9.59E-02,,
FGF17,41,1,9.60E-02,,
KIF5A,156,4,9.60E-02,brain,YES
SETD8,54,2,9.61E-02,,
GGCX,125,28,9.62E-02,,
SERPINE2,46,3,9.62E-02,,
NXN,80,2,9.63E-02,,
RBL2,136,11,9.64E-02,,
VIT,139,48,9.65E-02,,
MYO1E,191,14,9.65E-02,,
MPPED2,42,1,9.66E-02,,
ATP8B2,203,7,9.67E-02,,
VPS26B,75,2,9.67E-02,,
BSDC1,72,9,9.68E-02,,
KCNV2,169,26,9.69E-02,,YES
COL9A2,120,13,9.69E-02,,YES
PROC,88,8,9.70E-02,liver,
YTHDF1,124,2,9.71E-02,,
CPSF6,75,2,9.71E-02,,
PTK7,208,11,9.72E-02,,
C1orf226,33,1,9.73E-02,,
